"Outcome","JA_SCORE","FR_SCORE","BWA_SCORE","GESAMT_SCORE","krf","PD","Ertrag_marge","start_EAD","LGD_rest_Ecosfera_avg","LGD_12_Ecosfera","bonitaetsindex","std_krediturteil","VC_umsatz","default","v_verlust_aug","verlust","A_FLAG_NEUGESCHAEFT","EIP_BLANKO","EIP_PBLANKO","EIP_BSG","EIP_PBSG","EIP_GESAMTENGA","EIP_PROTONEUENGA","EIP_PROTONEUSICHERHEITEN","EIP_EWB","V_VOTIERUNGSDATUM","SRK_LGD_rest_Ecosfera_avg","SRK_LGD_12_Ecosfera"
0,0.03999,0.14574,0.16535,0.04923,"6-",0.0834,60259.84,1336666.42,0.0229,0.02298,168,1,8700000,0,0,0,1,318431.71,318431.71,0.8246,0.8246,1815125.55,1336666.42,766500,0,"22NOV2012:13:49:11.500000",0.00191,0.001917
0,0.0673,0.19104,0.09165,0.11941,"7",0.1443,3818.92,434000,0.0911,0.07629,210,21,14300000,1,0,0,1,90932.78,0,0.9146,1.0055,1302832.08,434000,338520,0,"27MAR2014:12:01:15.857000",0.013146,0.011008
0,0.04189,0.05106,0,0.07123,"5-",0.0359,2308.75,25000,0.18766,0.20294,213,21,0,0,0,0,1,72914,9250,0.9303,0.63,1046344.68,25000,17500,0,"08JUN2016:13:11:07.091000",0.006737,0.007286
0,0.05384,0.03341,0.08713,0.05494,"7+",0.1101,0,0,0,0,229,21,6e+07,0,0,0,0,0,0,0,0,5e+05,0,0,0,"05MAY2010:13:23:57.044000",0,0
0,0.05275,0.14825,0.07271,0.09328,"6",0.0628,42950.61,695000,0.01468,0.02762,170,11,13028000,0,0,0,1,3693729.05,312750,0.6915,0.55,11971725.82,695000,382250,0,"02MAY2013:09:04:07.451000",0.000922,0.001735
0,0.0508,0.09471,0.03422,0.06273,"7+",0.1101,0,0,0,0,231,31,1e+07,0,0,0,0,87436.31,87436.31,0.6997,0.6997,406000,0,0,0,"23OCT2014:10:18:48.928000",0,0
0,0.02726,0.06605,0.12066,0.08429,"5",0.0276,0,90000,0.09447,0.10113,213,21,5.5e+07,0,0,0,1,117282.79,117282.81,0.8266,0.8266,676286.05,90000,9000,0,"30MAR2010:16:38:19.341000",0.002607,0.002791
0,0.02441,0.07401,0.10396,0.1148,"6-",0.0834,365.38,26400,0.02658,0.03949,269,21,1200000,0,0,0,1,192007.74,177469.05,0.7256,0.7279,699619.54,26400,22184.87,0,"28JUL2011:14:47:47.803000",0.002217,0.003294
0,0.04189,0.05106,0,0.07123,"5-",0.0359,2308.75,25000,0.18766,0.20294,232,0,0,0,0,0,1,72914,9250,0.9303,0.63,1046344.68,25000,17500,0,"08JUN2016:13:11:07.091000",0.006737,0.007286
0,0.03516,0.04594,0,0.02527,"5",0.0276,0,0,0,0,211,21,2500000,0,0,0,0,0,0,0,0,5e+05,0,0,0,"07JUN2016:15:11:14.376000",0,0
0,0.0628,0.09471,0,0.07844,"7-",0.1872,7264.62,205000,0.10715,0.15863,0,0,0,0,0,0,1,63407.62,0,0.8351,0,384609.63,205000,153750,0,"09MAR2015:16:05:39.012000",0.020059,0.029695
0,0.12219,0.09471,0.13958,0.10372,"7-",0.1872,0,0,0,0,245,41,5200000,0,0,0,0,601077.52,265352.52,0.3367,0.7072,1200000,0,0,0,"22FEB2010:16:02:47.352000",0,0
0,0.00851,0.18707,0.15388,0.03623,"6+",0.0473,1133.42,28740,0.04468,0.05403,168,1,1860020.17,0,0,0,1,76874.38,0,0.6553,0,298935.02,28740,19190,0,"02MAR2012:11:05:31.898000",0.002113,0.002556
0,0.07406,0.26942,0.08713,0.07424,"7",0.1443,15842.44,3e+05,0.0442,0.04955,249,11,-1,0,0,0,1,33000,0,0.89,0,3e+05,3e+05,210000,0,"06JUL2012:11:18:46.670000",0.006378,0.00715
0,0.0673,0.12523,0.09165,0.07035,"7",0.1443,3818.92,434000,0.0911,0.07629,232,41,14300000,1,0,0,1,90932.78,0,0.9146,1.0055,1302832.08,434000,338520,0,"27MAR2014:12:01:15.857000",0.013146,0.011008
0,0.14977,0.09471,0,0.07844,"7-",0.1872,3493.39,123000,0.02494,0.03423,222,41,0,0,0,0,1,54980.27,0,0.8231,0,321334.5,123000,78228,0,"10SEP2012:12:14:27.790000",0.004669,0.006408
0,0.07697,0.06605,0.12066,0.08429,"5",0.0276,0,90000,0.09447,0.10113,226,41,5.5e+07,0,0,0,1,117282.79,117282.81,0.8266,0.8266,676286.05,90000,9000,0,"30MAR2010:16:38:19.341000",0.002607,0.002791
0,0.00851,0.18707,0.03109,0.14421,"6+",0.0473,1133.42,28740,0.04468,0.05403,257,0,1860020.17,0,0,0,1,76874.38,0,0.6553,0,298935.02,28740,19190,0,"02MAR2012:11:05:31.898000",0.002113,0.002556
0,0.04102,0.19104,0.09165,0.07035,"7",0.1443,3818.92,434000,0.0911,0.07629,168,11,14300000,1,0,0,1,90932.78,0,0.9146,1.0055,1302832.08,434000,338520,0,"27MAR2014:12:01:15.857000",0.013146,0.011008
0,0.04569,0.05302,0.04114,0.09682,"6",0.0628,0,0,0,0,187,1,14211130.75,0,0,0,0,2136745.4,2136745.4,5e-04,5e-04,9310000,0,0,0,"22NOV2012:12:57:30.312000",0,0
0,0.08509,0.2673,0.14563,0.16825,"7",0.1443,9992.49,362927.9,0.06278,0.06371,226,41,-2,0,0,0,1,71669.79,71669.79,0.961,0.961,1887746.59,362927.9,240800,0,"21AUG2014:11:12:00.539000",0.009059,0.009194
0,0.08781,0.05106,0,0.029,"5-",0.0359,2308.75,25000,0.18766,0.20294,250,11,0,0,0,0,1,72914,9250,0.9303,0.63,1046344.68,25000,17500,0,"08JUN2016:13:11:07.091000",0.006737,0.007286
0,0.0628,0.09471,0,0.07844,"7-",0.1872,3493.39,123000,0.02494,0.03423,269,0,0,0,0,0,1,54980.27,0,0.8231,0,321334.5,123000,78228,0,"10SEP2012:12:14:27.790000",0.004669,0.006408
0,0.0628,0.2673,0,0.18639,"7-",0.1872,10652.47,271000,0.04765,0.09385,192,0,0,0,0,0,1,54964.68,54964.68,0.8596,0.8596,391408.78,271000,243750,0,"15APR2015:16:39:51.353000",0.00892,0.01757
0,0.01121,0.14825,0.07271,0.04126,"6",0.0628,42950.61,695000,0.01468,0.02762,168,1,13028000,0,0,0,1,3693729.05,312750,0.6915,0.55,11971725.82,695000,382250,0,"02MAY2013:09:04:07.451000",0.000922,0.001735
0,0.08935,0.01101,0,0.02434,"5+",0.0217,1726.51,28250,0.25869,0.31701,236,41,0,0,0,0,1,132142.65,0,0.698,0,437487.21,28250,0,0,"04MAR2016:10:12:38.189000",0.005614,0.006879
0,0.06176,0.0322,0.02623,0.0233,"5+",0.0217,10397.97,325968,0.12128,0.14956,273,11,0,0,0,0,1,131353.5,131353.5,0.597,0.597,325968,325968,0,0,"01FEB2017:11:40:30.183000",0.002632,0.003245
0,0.08488,0.04594,0,0.02527,"5",0.0276,0,0,0,0,225,21,2500000,0,0,0,0,0,0,0,0,5e+05,0,0,0,"07JUN2016:15:11:14.376000",0,0
0,0.02387,0.02066,0.05072,0.04795,"5+",0.0217,10397.97,325968,0.12128,0.14956,226,21,0,0,0,0,1,131353.5,131353.5,0.597,0.597,325968,325968,0,0,"01FEB2017:11:40:30.183000",0.002632,0.003245
0,0.0628,0.13591,0,0.11961,"7-",0.1872,2553.6,28000,0.13754,0.15095,187,0,0,0,0,0,1,51601.18,51601.18,0.3378,0.3378,77919.94,28000,16800,0,"10FEB2016:14:15:56.907000",0.025747,0.028258
0,0.04388,0.08402,0.02702,0.08392,"6+",0.0473,7700.6,179000,0.15471,0.21244,213,0,3e+06,0,0,0,1,102409.11,0,0.7831,0,472250.26,179000,134250,0,"22JUL2016:12:52:53.065000",0.007318,0.010049
0,0.02644,0.11804,0.0512,0.02678,"5",0.0276,0,0,0,0,174,11,2.3e+07,0,0,0,0,0,0,0,0,450000,0,0,0,"21JUN2010:15:11:39.716000",0,0
0,0.05384,0.1015,0.08713,0.10662,"7+",0.1101,0,0,0,0,228,0,6e+07,0,0,0,0,0,0,0,0,5e+05,0,0,0,"05MAY2010:13:23:57.044000",0,0
0,0.05235,0.18966,0.02018,0.12287,"7+",0.1101,1312.88,39010,0.0338,0.04354,192,0,4600000,0,0,0,1,33651.32,7482.46,0.8302,0.8736,198207.14,39010,29257.5,0,"16APR2013:11:23:35.906000",0.003722,0.004794
0,0.07672,0.09471,0,0.07844,"7-",0.1872,7264.62,205000,0.10715,0.15863,0,41,0,0,0,0,1,63407.62,0,0.8351,0,384609.63,205000,153750,0,"09MAR2015:16:05:39.012000",0.020059,0.029695
0,0.08935,0.01101,0,0.05291,"5+",0.0217,1726.51,28250,0.25869,0.31701,266,1,0,0,0,0,1,132142.65,0,0.698,0,437487.21,28250,0,0,"04MAR2016:10:12:38.189000",0.005614,0.006879
0,0.04085,0.09858,0.08713,0.07424,"7",0.1443,15842.44,3e+05,0.0442,0.04955,272,0,-1,0,0,0,1,33000,0,0.89,0,3e+05,3e+05,210000,0,"06JUL2012:11:18:46.670000",0.006378,0.00715
0,0.0628,0.13591,0,0.11961,"7-",0.1872,2553.6,28000,0.13754,0.15095,213,0,0,0,0,0,1,51601.18,51601.18,0.3378,0.3378,77919.94,28000,16800,0,"10FEB2016:14:15:56.907000",0.025747,0.028258
0,0.03945,0.07985,0.06293,0.03954,"6",0.0628,0,0,0,0,0,41,1810905.71,0,0,0,0,560506.56,207029.61,0.6602,0.6783,3e+06,0,0,0,"12AUG2011:14:38:40.436000",0,0
0,0.05273,0.11963,0,0.05152,"6-",0.0834,0,0,0,0,225,21,1800000,0,0,0,1,18156.98,0,0.907,0,195331.31,110000,88000,0,"19MAR2010:10:39:29.540000",0,0
0,0.00299,0.11804,0.08816,0.02678,"5",0.0276,0,0,0,0,168,0,2.3e+07,0,0,0,0,0,0,0,0,450000,0,0,0,"21JUN2010:15:11:39.716000",0,0
0,0.03892,0.2673,0.14563,0.16825,"7",0.1443,9992.49,362927.9,0.06278,0.06371,213,31,-2,0,0,0,1,71669.79,71669.79,0.961,0.961,1887746.59,362927.9,240800,0,"21AUG2014:11:12:00.539000",0.009059,0.009194
0,0.05384,0.03341,0.12874,0.10662,"7+",0.1101,0,0,0,0,276,21,6e+07,0,0,0,0,0,0,0,0,5e+05,0,0,0,"05MAY2010:13:23:57.044000",0,0
0,0.0508,0.23678,0.08868,0.14699,"7+",0.1101,0,0,0,0,213,21,1e+07,0,0,0,0,87436.31,87436.31,0.6997,0.6997,406000,0,0,0,"23OCT2014:10:18:48.928000",0,0
0,0.04189,0.01558,0,0.029,"5-",0.0359,2308.75,25000,0.18766,0.20294,170,31,0,0,0,0,1,72914,9250,0.9303,0.63,1046344.68,25000,17500,0,"08JUN2016:13:11:07.091000",0.006737,0.007286
0,0.05275,0.0704,0.07271,0.04126,"6",0.0628,42950.61,695000,0.01468,0.02762,201,41,13028000,0,0,0,1,3693729.05,312750,0.6915,0.55,11971725.82,695000,382250,0,"02MAY2013:09:04:07.451000",0.000922,0.001735
0,0.04424,0.05642,0.11696,0.06765,"7",0.1443,1082.31,3998.4,0.10438,0.1098,284,31,1550000,0,0,0,1,50741.88,0,0.8228,0,286310.37,3998.4,0,0,"20JAN2011:12:00:41.338000",0.015063,0.015845
0,0.12902,0.05642,0.20451,0.06765,"7",0.1443,1082.31,3998.4,0.10438,0.1098,196,41,1550000,0,0,0,1,50741.88,0,0.8228,0,286310.37,3998.4,0,0,"20JAN2011:12:00:41.338000",0.015063,0.015845
0,0.09619,0.1015,0.12874,0.10662,"7+",0.1101,0,0,0,0,198,31,6e+07,0,0,0,0,0,0,0,0,5e+05,0,0,0,"05MAY2010:13:23:57.044000",0,0
0,0.09619,0.1015,0.08713,0.05494,"7+",0.1101,0,0,0,0,229,11,6e+07,0,0,0,0,0,0,0,0,5e+05,0,0,0,"05MAY2010:13:23:57.044000",0,0
0,0.08509,0.12523,0.14563,0.07489,"7",0.1443,9992.49,362927.9,0.06278,0.06371,251,41,-2,0,0,0,1,71669.79,71669.79,0.961,0.961,1887746.59,362927.9,240800,0,"21AUG2014:11:12:00.539000",0.009059,0.009194
0,0.01154,0.11963,0,0.08801,"6-",0.0834,0,0,0,0,213,1,1800000,0,0,0,1,18156.98,0,0.907,0,195331.31,110000,88000,0,"19MAR2010:10:39:29.540000",0,0
0,0.02441,0.07401,0.0536,0.05035,"6-",0.0834,365.38,26400,0.02658,0.03949,196,21,1200000,0,0,0,1,192007.74,177469.05,0.7256,0.7279,699619.54,26400,22184.87,0,"28JUL2011:14:47:47.803000",0.002217,0.003294
0,0.12641,0.04187,0.07287,0.14368,"6-",0.0834,60259.84,1336666.42,0.0229,0.02298,187,1,8700000,0,0,0,1,318431.71,318431.71,0.8246,0.8246,1815125.55,1336666.42,766500,0,"22NOV2012:13:49:11.500000",0.00191,0.001917
0,0.03715,0.01101,0,0.02434,"5+",0.0217,1726.51,28250,0.25869,0.31701,187,21,0,0,0,0,1,132142.65,0,0.698,0,437487.21,28250,0,0,"04MAR2016:10:12:38.189000",0.005614,0.006879
0,0.00688,0.07985,0.02867,0.03954,"6",0.0628,0,0,0,0,206,31,1810905.71,0,0,0,0,560506.56,207029.61,0.6602,0.6783,3e+06,0,0,0,"12AUG2011:14:38:40.436000",0,0
0,0.04102,0.12523,0.034,0.07035,"7",0.1443,3818.92,434000,0.0911,0.07629,213,31,14300000,1,0,0,1,90932.78,0,0.9146,1.0055,1302832.08,434000,338520,0,"27MAR2014:12:01:15.857000",0.013146,0.011008
0,0.04085,0.26942,0.16408,0.07424,"7",0.1443,15842.44,3e+05,0.0442,0.04955,168,1,-1,0,0,0,1,33000,0,0.89,0,3e+05,3e+05,210000,0,"06JUL2012:11:18:46.670000",0.006378,0.00715
0,0.04569,0.16808,0.06815,0.09682,"6",0.0628,0,0,0,0,196,11,14211130.75,0,0,0,0,2136745.4,2136745.4,5e-04,5e-04,9310000,0,0,0,"22NOV2012:12:57:30.312000",0,0
0,0.01121,0.14825,0.07271,0.09328,"6",0.0628,42950.61,695000,0.01468,0.02762,241,21,13028000,0,0,0,1,3693729.05,312750,0.6915,0.55,11971725.82,695000,382250,0,"02MAY2013:09:04:07.451000",0.000922,0.001735
0,0.12219,0.18776,0.13958,0.10372,"7-",0.1872,0,0,0,0,201,21,5200000,0,0,0,0,601077.52,265352.52,0.3367,0.7072,1200000,0,0,0,"22FEB2010:16:02:47.352000",0,0
0,0.03715,0.01101,0,0.05291,"5+",0.0217,1726.51,28250,0.25869,0.31701,209,21,0,0,0,0,1,132142.65,0,0.698,0,437487.21,28250,0,0,"04MAR2016:10:12:38.189000",0.005614,0.006879
0,0.07697,0.06605,0.0293,0.02631,"5",0.0276,0,90000,0.09447,0.10113,224,11,5.5e+07,0,0,0,1,117282.79,117282.81,0.8266,0.8266,676286.05,90000,9000,0,"30MAR2010:16:38:19.341000",0.002607,0.002791
0,0.01468,0.0704,0.11082,0.12003,"6",0.0628,619.77,80000,0.01437,0.00832,192,21,5500000,0,0,0,1,26216.57,0,0.8158,0,142361.83,80000,66375,0,"09OCT2012:10:05:58.395000",0.000903,0.000522
0,0.05235,0.09471,0.02018,0.05966,"7+",0.1101,1312.88,39010,0.0338,0.04354,274,31,4600000,0,0,0,1,33651.32,7482.46,0.8302,0.8736,198207.14,39010,29257.5,0,"16APR2013:11:23:35.906000",0.003722,0.004794
0,0.05235,0.09471,0.10063,0.12287,"7+",0.1101,1312.88,39010,0.0338,0.04354,272,21,4600000,0,0,0,1,33651.32,7482.46,0.8302,0.8736,198207.14,39010,29257.5,0,"16APR2013:11:23:35.906000",0.003722,0.004794
0,0.05273,0.11963,0.04693,0.05152,"6-",0.0834,0,0,0,0,232,11,1800000,0,0,0,1,18156.98,0,0.907,0,195331.31,110000,88000,0,"19MAR2010:10:39:29.540000",0,0
0,0.00299,0.11804,0.08816,0.07638,"5",0.0276,0,0,0,0,246,21,2.3e+07,0,0,0,0,0,0,0,0,450000,0,0,0,"21JUN2010:15:11:39.716000",0,0
0,0.05235,0.09471,0.02018,0.05966,"7+",0.1101,1312.88,39010,0.0338,0.04354,274,31,4600000,0,0,0,1,33651.32,7482.46,0.8302,0.8736,198207.14,39010,29257.5,0,"16APR2013:11:23:35.906000",0.003722,0.004794
0,0.07672,0.28256,0,0.16701,"7-",0.1872,7264.62,205000,0.10715,0.15863,226,11,0,0,0,0,1,63407.62,0,0.8351,0,384609.63,205000,153750,0,"09MAR2015:16:05:39.012000",0.020059,0.029695
0,0.02441,0.19693,0.0536,0.1148,"6-",0.0834,365.38,26400,0.02658,0.03949,200,0,1200000,0,0,0,1,192007.74,177469.05,0.7256,0.7279,699619.54,26400,22184.87,0,"28JUL2011:14:47:47.803000",0.002217,0.003294
0,0.0508,0.09471,0.03422,0.06273,"7+",0.1101,0,0,0,0,207,21,1e+07,0,0,0,0,87436.31,87436.31,0.6997,0.6997,406000,0,0,0,"23OCT2014:10:18:48.928000",0,0
0,0.11162,0.08402,0.02702,0.03664,"6+",0.0473,7700.6,179000,0.15471,0.21244,261,11,3e+06,0,0,0,1,102409.11,0,0.7831,0,472250.26,179000,134250,0,"22JUL2016:12:52:53.065000",0.007318,0.010049
0,0.03715,0.02354,0,0.02434,"5+",0.0217,1726.51,28250,0.25869,0.31701,211,21,0,0,0,0,1,132142.65,0,0.698,0,437487.21,28250,0,0,"04MAR2016:10:12:38.189000",0.005614,0.006879
0,0.0673,0.19104,0.034,0.07035,"7",0.1443,3818.92,434000,0.0911,0.07629,219,11,14300000,1,0,0,1,90932.78,0,0.9146,1.0055,1302832.08,434000,338520,0,"27MAR2014:12:01:15.857000",0.013146,0.011008
0,0.04085,0.09858,0.16408,0.16975,"7",0.1443,15842.44,3e+05,0.0442,0.04955,193,21,-1,0,0,0,1,33000,0,0.89,0,3e+05,3e+05,210000,0,"06JUL2012:11:18:46.670000",0.006378,0.00715
0,0.08509,0.2673,0.14563,0.07489,"7",0.1443,9992.49,362927.9,0.06278,0.06371,225,21,-2,0,0,0,1,71669.79,71669.79,0.961,0.961,1887746.59,362927.9,240800,0,"21AUG2014:11:12:00.539000",0.009059,0.009194
0,0.02387,0.0322,0.02623,0.04795,"5+",0.0217,10397.97,325968,0.12128,0.14956,271,0,0,0,0,0,1,131353.5,131353.5,0.597,0.597,325968,325968,0,0,"01FEB2017:11:40:30.183000",0.002632,0.003245
0,0.11162,0.08402,0.04434,0.03664,"6+",0.0473,7700.6,179000,0.15471,0.21244,225,21,3e+06,0,0,0,1,102409.11,0,0.7831,0,472250.26,179000,134250,0,"22JUL2016:12:52:53.065000",0.007318,0.010049
0,0.02674,0.16808,0.04114,0.09682,"6",0.0628,0,0,0,0,153,0,14211130.75,0,0,0,0,2136745.4,2136745.4,5e-04,5e-04,9310000,0,0,0,"22NOV2012:12:57:30.312000",0,0
0,0.04085,0.26942,0.08713,0.16975,"7",0.1443,15842.44,3e+05,0.0442,0.04955,201,0,-1,0,0,0,1,33000,0,0.89,0,3e+05,3e+05,210000,0,"06JUL2012:11:18:46.670000",0.006378,0.00715
0,0.09818,0.23678,0.08868,0.06273,"7+",0.1101,0,0,0,0,225,21,1e+07,0,0,0,0,87436.31,87436.31,0.6997,0.6997,406000,0,0,0,"23OCT2014:10:18:48.928000",0,0
0,0.04189,0.05106,0,0.029,"5-",0.0359,2308.75,25000,0.18766,0.20294,211,21,0,0,0,0,1,72914,9250,0.9303,0.63,1046344.68,25000,17500,0,"08JUN2016:13:11:07.091000",0.006737,0.007286
0,0.04424,0.05642,0.11696,0.06765,"7",0.1443,1082.31,3998.4,0.10438,0.1098,284,31,1550000,0,0,0,1,50741.88,0,0.8228,0,286310.37,3998.4,0,0,"20JAN2011:12:00:41.338000",0.015063,0.015845
0,0.09818,0.09471,0.08868,0.06273,"7+",0.1101,0,0,0,0,190,41,1e+07,0,0,0,0,87436.31,87436.31,0.6997,0.6997,406000,0,0,0,"23OCT2014:10:18:48.928000",0,0
0,0.04569,0.16808,0.06815,0.04021,"6",0.0628,0,0,0,0,201,21,14211130.75,0,0,0,0,2136745.4,2136745.4,5e-04,5e-04,9310000,0,0,0,"22NOV2012:12:57:30.312000",0,0
0,0.03892,0.12523,0.05444,0.07489,"7",0.1443,9992.49,362927.9,0.06278,0.06371,300,31,-2,0,0,0,1,71669.79,71669.79,0.961,0.961,1887746.59,362927.9,240800,0,"21AUG2014:11:12:00.539000",0.009059,0.009194
0,0.02726,0.02325,0.0293,0.02631,"5",0.0276,0,90000,0.09447,0.10113,250,31,5.5e+07,0,0,0,1,117282.79,117282.81,0.8266,0.8266,676286.05,90000,9000,0,"30MAR2010:16:38:19.341000",0.002607,0.002791
0,0.03892,0.12523,0.05444,0.07489,"7",0.1443,9992.49,362927.9,0.06278,0.06371,282,31,-2,0,0,0,1,71669.79,71669.79,0.961,0.961,1887746.59,362927.9,240800,0,"21AUG2014:11:12:00.539000",0.009059,0.009194
0,0.12219,0.18776,0.11696,0.10372,"7-",0.1872,0,0,0,0,224,11,5200000,0,0,0,0,601077.52,265352.52,0.3367,0.7072,1200000,0,0,0,"22FEB2010:16:02:47.352000",0,0
0,0.04424,0.12657,0.20451,0.06765,"7",0.1443,1082.31,3998.4,0.10438,0.1098,168,0,1550000,0,0,0,1,50741.88,0,0.8228,0,286310.37,3998.4,0,0,"20JAN2011:12:00:41.338000",0.015063,0.015845
0,0.03945,0.21609,0.06293,0.1109,"6",0.0628,0,0,0,0,196,21,1810905.71,0,0,0,0,560506.56,207029.61,0.6602,0.6783,3e+06,0,0,0,"12AUG2011:14:38:40.436000",0,0
0,0.12606,0.15564,0.0512,0.08721,"7-",0.1872,16729.54,310000,0.04466,0.04667,205,11,130000,0,0,0,1,3100,0,0.9882,0,310000,310000,0,0,"28MAR2013:12:54:49.306000",0.008359,0.008737
0,0.00299,0.03341,0.0512,0.02678,"5",0.0276,0,0,0,0,174,31,2.3e+07,0,0,0,0,0,0,0,0,450000,0,0,0,"21JUN2010:15:11:39.716000",0,0
0,0.03516,0.01497,0,0.02527,"5",0.0276,0,0,0,0,238,31,2500000,0,0,0,0,0,0,0,0,5e+05,0,0,0,"07JUN2016:15:11:14.376000",0,0
0,0.00851,0.06755,0.03109,0.03623,"6+",0.0473,1133.42,28740,0.04468,0.05403,224,21,1860020.17,0,0,0,1,76874.38,0,0.6553,0,298935.02,28740,19190,0,"02MAR2012:11:05:31.898000",0.002113,0.002556
